HO,MR,RCH,FULL,Type,Tech,Band,Operator
0.016,0.04,0.012,0.027,PCell,LTE,Mid,ATT
0.016,0.079,0.011,0.026,PCell,LTE,Mid,ATT
0.015,0.039,0.012,0.027,PCell,LTE,Mid,ATT
0.022,0.046000000000000006,0.018,0.04,PCell,LTE,Mid,ATT
0.017,0.034999999999999996,0.018,0.034,PCell,LTE,Mid,ATT
0.017,0.083,0.013,0.03,PCell,LTE,Mid,ATT
0.016,0.05,0.019,0.035,PCell,LTE,Mid,ATT
0.016,0.051000000000000004,0.016,0.032,PCell,LTE,Mid,ATT
0.017,0.05,0.014,0.031,PCell,LTE,Mid,ATT
0.016,0.047,0.015,0.031,PCell,LTE,Mid,ATT
0.016,0.05499999999999999,0.011,0.026,PCell,LTE,Mid,ATT
0.017,0.051000000000000004,0.017,0.033,PCell,LTE,Mid,ATT
0.015,0.059,0.016,0.031,PCell,LTE,Mid,ATT
0.017,0.046,0.019,0.036,PCell,LTE,Mid,ATT
0.015,0.041,0.012,0.026,PCell,LTE,Mid,ATT
0.014,0.061,0.013,0.027,PCell,LTE,Mid,ATT
0.016,0.034999999999999996,0.011,0.027,PCell,LTE,Mid,ATT
0.016,0.077,0.012,0.027,PCell,LTE,Mid,ATT
0.016,0.064,0.012,0.027,PCell,LTE,Mid,ATT
0.017,0.047,0.012,0.029,PCell,LTE,Mid,ATT
0.015,0.059,0.018,0.033,PCell,LTE,Mid,ATT
0.017,0.09,0.014,0.031,PCell,LTE,Mid,ATT
0.017,0.05399999999999999,0.015,0.032,PCell,LTE,Mid,ATT
0.016,0.09,0.011,0.027,PCell,LTE,Mid,ATT
0.018,0.089,0.015,0.032,PCell,LTE,Mid,ATT
0.02,0.044,0.017,0.037,PCell,LTE,Mid,ATT
0.021,0.048,0.011,0.032,PCell,LTE,Mid,ATT
0.02,0.05399999999999999,0.01,0.03,PCell,LTE,Mid,ATT
0.05,0.008,0.033,0.083,PCell,LTE,Mid,ATT
0.018,0.078,0.01,0.028,PCell,LTE,Mid,ATT
0.018,0.052000000000000005,0.012,0.03,PCell,LTE,Mid,ATT
0.017,0.047,0.018,0.035,PCell,LTE,Mid,ATT
0.017,0.05,0.016,0.032,PCell,LTE,Mid,ATT
0.014,0.039,0.017,0.031,PCell,LTE,Mid,ATT
0.017,0.09,0.012,0.029,PCell,LTE,Mid,ATT
0.016,0.051000000000000004,0.014,0.029,PCell,LTE,Mid,ATT
0.014,0.05500000000000001,0.018,0.032,PCell,LTE,Mid,ATT
0.016,0.089,0.016,0.032,PCell,LTE,Mid,ATT
0.017,0.053000000000000005,0.018,0.034,PCell,LTE,Mid,ATT
0.016,0.041,0.011,0.027,PCell,LTE,Mid,ATT
0.017,0.049,0.016,0.032,PCell,LTE,Mid,ATT
0.017,0.05399999999999999,0.011,0.027,PCell,LTE,Mid,ATT
0.016,0.054000000000000006,0.019,0.035,PCell,LTE,Mid,ATT
0.016,0.05,0.015,0.031,PCell,LTE,Mid,ATT
0.017,0.05,0.014,0.031,PCell,LTE,Mid,ATT
0.016,0.066,0.016,0.032,PCell,LTE,Mid,ATT
0.017,0.05,0.015,0.032,PCell,LTE,Mid,ATT
0.017,0.089,0.019,0.036,PCell,LTE,Mid,ATT
0.016,0.045,0.016,0.032,PCell,LTE,Mid,ATT
0.013,0.03,0.019,0.032,PCell,LTE,Mid,ATT
0.017,0.048,0.017,0.034,PCell,LTE,Mid,ATT
0.016,0.045,0.016,0.032,PCell,LTE,Mid,ATT
0.027,0.028,0.017,0.044,PCell,LTE,Mid,ATT
0.023,0.049999999999999996,0.016,0.039,PCell,LTE,Mid,ATT
0.022,0.055,0.017,0.038,PCell,LTE,Mid,ATT
0.018,0.051000000000000004,0.012,0.029,PCell,LTE,Mid,ATT
0.017,0.012999999999999998,0.012,0.029,PCell,LTE,Mid,ATT
0.026,0.04200000000000001,0.019,0.045,PCell,LTE,Mid,ATT
0.014,0.038,0.015,0.029,PCell,LTE,Mid,ATT
0.019,0.063,0.019,0.037,PCell,LTE,Mid,ATT
0.015,0.036,0.011,0.025,PCell,LTE,Mid,ATT
0.017,0.049,0.019,0.035,PCell,LTE,Mid,ATT
0.018,0.06999999999999999,0.019,0.037,PCell,LTE,Mid,ATT
0.019,0.05199999999999999,0.01,0.029,PCell,LTE,Mid,ATT
0.029,0.034,0.019,0.047,PCell,LTE,Mid,ATT
0.023,0.049999999999999996,0.018,0.041,PCell,LTE,Mid,ATT
0.014,0.044000000000000004,0.013,0.027,PCell,LTE,Mid,ATT
0.018,0.077,0.01,0.028,PCell,LTE,Mid,ATT
0.017,0.044,0.011,0.027,PCell,LTE,Mid,ATT
0.018,0.045,0.016,0.033,PCell,LTE,Mid,ATT
0.017,0.047,0.018,0.035,PCell,LTE,Mid,ATT
0.014,0.04,0.013,0.027,PCell,LTE,Mid,ATT
0.015,0.044,0.013,0.028,PCell,LTE,Mid,ATT
0.017,0.044,0.013,0.03,PCell,LTE,Mid,ATT
0.015,0.044,0.012,0.027,PCell,LTE,Mid,ATT
0.018,0.040999999999999995,0.011,0.029,PCell,LTE,Mid,ATT
0.017,0.047,0.017,0.034,PCell,LTE,Mid,ATT
0.017,0.018000000000000002,0.017,0.033,PCell,LTE,Mid,ATT
0.016,0.044,0.016,0.032,PCell,LTE,Mid,ATT
0.016,0.077,0.014,0.03,PCell,LTE,Mid,ATT
0.016,0.038,0.012,0.028,PCell,LTE,Mid,ATT
0.015,0.053000000000000005,0.012,0.027,PCell,LTE,Mid,ATT
0.025,0.060000000000000005,0.018,0.042,PCell,LTE,Mid,ATT
0.016,0.047,0.011,0.027,PCell,LTE,Mid,ATT
0.014,0.035,0.01,0.024,PCell,LTE,Mid,ATT
0.015,0.043000000000000003,0.019,0.034,PCell,LTE,Mid,ATT
0.013,0.046,0.011,0.024,PCell,LTE,Mid,ATT
0.015,0.038,0.012,0.027,PCell,LTE,Mid,ATT
0.013,0.047,0.011,0.024,PCell,LTE,Mid,ATT
0.014,0.037,0.013,0.027,PCell,LTE,Mid,ATT
0.026,0.04200000000000001,0.016,0.042,PCell,LTE,Mid,ATT
0.016,0.047,0.016,0.032,PCell,LTE,Mid,ATT
0.017,0.052000000000000005,0.014,0.03,PCell,LTE,Mid,ATT
0.018,0.065,,,PCell,LTE,Mid,ATT
0.016,0.034,0.016,0.032,PCell,LTE,Mid,ATT
0.024,0.04699999999999999,0.015,0.039,PCell,LTE,Mid,ATT
0.015,0.05,0.016,0.03,PCell,LTE,Mid,ATT
0.017,0.048,0.014,0.03,PCell,LTE,Mid,ATT
0.014,0.039,0.011,0.024,PCell,LTE,Mid,ATT
0.016,0.054000000000000006,0.013,0.028,PCell,LTE,Mid,ATT
0.015,0.027999999999999997,0.019,0.034,PCell,LTE,Mid,ATT
0.016,0.06999999999999999,0.011,0.027,PCell,LTE,Mid,ATT
0.015,0.038,0.017,0.032,PCell,LTE,Mid,ATT
0.017,0.052000000000000005,0.013,0.03,PCell,LTE,Mid,ATT
0.017,0.033,0.012,0.029,PCell,LTE,Mid,ATT
0.014,0.089,0.016,0.03,PCell,LTE,Mid,ATT
0.013,0.024,0.011,0.024,PCell,LTE,Mid,ATT
0.017,0.045,0.019,0.036,PCell,LTE,Mid,ATT
0.018,0.038000000000000006,0.018,0.035,PCell,LTE,Mid,ATT
0.014,0.032,0.018,0.032,PCell,LTE,Mid,ATT
0.013,0.031,0.013,0.026,PCell,LTE,Mid,ATT
0.015,0.049,0.017,0.031,PCell,LTE,Mid,ATT
0.017,0.077,0.011,0.028,PCell,LTE,Mid,ATT
0.018,0.03900000000000001,0.011,0.029,PCell,LTE,Mid,ATT
0.016,0.043,0.013,0.028,PCell,LTE,Mid,ATT
0.018,0.046,0.018,0.036,PCell,LTE,Mid,ATT
0.017,0.044,0.017,0.033,PCell,LTE,Mid,ATT
0.018,0.047,0.017,0.035,PCell,LTE,Mid,ATT
0.015,0.026000000000000002,0.011,0.026,PCell,LTE,Mid,ATT
0.017,0.05399999999999999,0.011,0.028,PCell,LTE,Mid,ATT
0.015,0.048,0.019,0.034,PCell,LTE,Mid,ATT
0.02,0.056999999999999995,0.018,0.037,PCell,LTE,Mid,ATT
0.014,0.048,0.02,0.033,PCell,LTE,Mid,ATT
0.017,0.053000000000000005,0.013,0.029,PCell,LTE,Mid,ATT
0.014,0.041,0.015,0.029,PCell,LTE,Mid,ATT
0.02,0.047,0.015,0.035,PCell,LTE,Mid,ATT
0.014,0.043000000000000003,0.019,0.033,PCell,LTE,Mid,ATT
0.02,0.045,0.014,0.034,PCell,LTE,Mid,ATT
0.017,0.044,0.01,0.026,PCell,LTE,Mid,ATT
0.017,0.053000000000000005,0.017,0.034,PCell,LTE,Mid,ATT
0.015,0.039,0.015,0.03,PCell,LTE,Mid,ATT
0.014,0.063,0.014,0.028,PCell,LTE,Mid,ATT
0.02,0.062,0.01,0.03,PCell,LTE,Mid,ATT
0.016,0.023,0.013,0.028,PCell,LTE,Mid,ATT
0.016,0.045,0.01,0.026,PCell,LTE,Mid,ATT
0.017,0.045,0.01,0.027,PCell,LTE,Mid,ATT
0.017,0.051000000000000004,0.014,0.031,PCell,LTE,Mid,ATT
0.016,0.048,0.015,0.031,PCell,LTE,Mid,ATT
0.019,0.044,0.019,0.037,PCell,LTE,Mid,ATT
0.017,0.055999999999999994,0.019,0.035,PCell,LTE,Mid,ATT
0.017,0.056999999999999995,0.018,0.035,PCell,LTE,Mid,ATT
0.016,0.047,0.017,0.032,PCell,LTE,Mid,ATT
0.019,0.046,0.016,0.034,PCell,LTE,Mid,ATT
0.013,0.047,0.018,0.031,PCell,LTE,Mid,ATT
0.016,0.047,0.016,0.031,PCell,LTE,Mid,ATT
0.017,0.051000000000000004,0.014,0.031,PCell,LTE,Mid,ATT
0.022,0.045000000000000005,0.015,0.037,PCell,LTE,Mid,ATT
0.018,0.046,0.018,0.036,PCell,LTE,Mid,ATT
0.017,0.028999999999999998,0.016,0.032,PCell,LTE,Mid,ATT
0.018,0.040999999999999995,0.01,0.027,PCell,LTE,Mid,ATT
0.014,0.03,0.01,0.024,PCell,LTE,Mid,ATT
0.015,0.051000000000000004,0.015,0.03,PCell,LTE,Mid,ATT
0.02,0.046,0.015,0.034,PCell,LTE,Mid,ATT
0.018,0.055999999999999994,0.01,0.027,PCell,LTE,Mid,ATT
0.017,0.052000000000000005,0.012,0.029,PCell,LTE,Mid,ATT
0.017,0.05499999999999999,0.01,0.027,PCell,LTE,Mid,ATT
0.017,0.047,0.014,0.031,PCell,LTE,Mid,ATT
0.017,0.062,0.013,0.03,PCell,LTE,Mid,ATT
0.016,0.062,0.016,0.032,PCell,LTE,Mid,ATT
0.017,0.053000000000000005,0.017,0.035,PCell,LTE,Mid,ATT
0.016,0.009999999999999998,0.017,0.033,PCell,LTE,Mid,ATT
0.015,0.056999999999999995,0.014,0.029,PCell,LTE,Mid,ATT
0.019,0.063,0.012,0.03,PCell,LTE,Mid,ATT
0.017,0.045,0.011,0.027,PCell,LTE,Mid,ATT
0.017,0.06,0.015,0.032,PCell,LTE,Mid,ATT
0.016,0.064,0.012,0.028,PCell,LTE,Mid,ATT
0.016,0.045,0.012,0.027,PCell,LTE,Mid,ATT
0.014,0.044000000000000004,0.018,0.032,PCell,LTE,Mid,ATT
0.016,0.059,0.01,0.026,PCell,LTE,Mid,ATT
0.015,0.048,0.017,0.032,PCell,LTE,Mid,ATT
0.016,0.047,0.011,0.027,PCell,LTE,Mid,ATT
0.034,0.051000000000000004,0.017,0.05,PCell,LTE,Mid,ATT
0.016,0.048,0.012,0.028,PCell,LTE,Mid,ATT
0.029,0.046,0.011,0.039,PCell,LTE,Mid,ATT
0.018,0.061,0.013,0.03,PCell,LTE,Mid,ATT
0.017,0.05499999999999999,0.015,0.032,PCell,LTE,Mid,ATT
0.018,0.06,0.014,0.032,PCell,LTE,Mid,ATT
0.017,0.004,0.011,0.028,PCell,LTE,Mid,ATT
0.016,0.053000000000000005,0.014,0.03,PCell,LTE,Mid,ATT
0.016,0.09,0.018,0.034,PCell,LTE,Mid,ATT
0.017,0.045,0.01,0.027,PCell,LTE,Mid,ATT
0.017,0.05,0.012,0.029,PCell,LTE,Mid,ATT
0.018,0.063,0.011,0.029,PCell,LTE,Mid,ATT
0.016,0.179,0.011,0.026,PCell,LTE,Mid,ATT
0.022,0.049999999999999996,0.01,0.032,PCell,LTE,Mid,ATT
0.017,0.061,0.015,0.031,PCell,LTE,Mid,ATT
0.015,0.062,0.016,0.031,PCell,LTE,Mid,ATT
0.016,0.063,0.015,0.031,PCell,LTE,Mid,ATT
0.015,0.056999999999999995,0.018,0.033,PCell,LTE,Mid,ATT
0.037,0.046000000000000006,0.016,0.052,PCell,LTE,Mid,ATT
0.015,0.039,0.013,0.028,PCell,LTE,Mid,ATT
0.026,0.04300000000000001,0.015,0.04,PCell,LTE,Mid,ATT
0.02,0.044,0.019,0.038,PCell,LTE,Mid,ATT
0.016,0.054000000000000006,0.019,0.035,PCell,LTE,Mid,ATT
0.014,0.020000000000000004,0.018,0.031,PCell,LTE,Mid,ATT
0.017,0.077,0.018,0.035,PCell,LTE,Mid,ATT
0.017,0.09,0.012,0.029,PCell,LTE,Mid,ATT
0.018,0.028,0.016,0.033,PCell,LTE,Mid,ATT
0.018,0.06,0.014,0.031,PCell,LTE,Mid,ATT
0.018,0.044,0.019,0.037,PCell,LTE,Mid,ATT
0.017,0.047,0.015,0.032,PCell,LTE,Mid,ATT
0.016,0.032,0.018,0.033,PCell,LTE,Mid,ATT
0.016,0.046,0.017,0.032,PCell,LTE,Mid,ATT
0.022,0.04800000000000001,0.019,0.041,PCell,LTE,Mid,ATT
0.026,0.098,0.017,0.042,PCell,LTE,Mid,ATT
0.015,0.05,0.018,0.032,PCell,LTE,Mid,ATT
0.016,0.054000000000000006,0.018,0.034,PCell,LTE,Mid,ATT
0.018,0.043,0.012,0.03,PCell,LTE,Mid,ATT
0.016,0.039,0.01,0.026,PCell,LTE,Mid,ATT
0.015,0.038,0.015,0.03,PCell,LTE,Mid,ATT
0.014,0.044000000000000004,0.013,0.027,PCell,LTE,Mid,ATT
0.014,0.048,0.018,0.032,PCell,LTE,Mid,ATT
0.017,0.036,0.013,0.03,PCell,LTE,Mid,ATT
0.017,0.027999999999999997,0.017,0.034,PCell,LTE,Mid,ATT
0.016,0.043,0.019,0.035,PCell,LTE,Mid,ATT
0.017,0.047,0.017,0.034,PCell,LTE,Mid,ATT
0.014,0.051000000000000004,0.016,0.03,PCell,LTE,Mid,ATT
0.016,0.044,0.016,0.031,PCell,LTE,Mid,ATT
0.021,0.045,0.018,0.038,PCell,LTE,Mid,ATT
0.017,0.05,0.016,0.033,PCell,LTE,Mid,ATT
0.016,0.044,0.018,0.034,PCell,LTE,Mid,ATT
0.017,0.046,0.014,0.03,PCell,LTE,Mid,ATT
0.016,0.036,0.019,0.035,PCell,LTE,Mid,ATT
0.018,0.044,0.017,0.034,PCell,LTE,Mid,ATT
0.016,0.044,0.016,0.031,PCell,LTE,Mid,ATT
0.014,0.036000000000000004,0.017,0.031,PCell,LTE,Mid,ATT
0.016,0.034999999999999996,0.019,0.034,PCell,LTE,Mid,ATT
0.018,0.077,0.01,0.028,PCell,LTE,Mid,ATT
0.017,0.059,0.012,0.028,PCell,LTE,Mid,ATT
0.016,0.036,0.013,0.029,PCell,LTE,Mid,ATT
0.014,0.044000000000000004,0.013,0.027,PCell,LTE,Mid,ATT
0.017,0.046,0.017,0.034,PCell,LTE,Mid,ATT
0.014,0.042,0.017,0.03,PCell,LTE,Mid,ATT
0.017,0.037,0.018,0.035,PCell,LTE,Mid,ATT
0.016,0.044,0.013,0.029,PCell,LTE,Mid,ATT
0.017,0.066,0.019,0.036,PCell,LTE,Mid,ATT
0.014,0.039,0.015,0.029,PCell,LTE,Mid,ATT
0.016,0.047,0.014,0.03,PCell,LTE,Mid,ATT
0.016,0.049,0.017,0.033,PCell,LTE,Mid,ATT
0.017,0.047,0.014,0.031,PCell,LTE,Mid,ATT
0.014,0.039,0.013,0.027,PCell,LTE,Mid,ATT
0.015,0.048,0.016,0.031,PCell,LTE,Mid,ATT
0.014,0.042,0.011,0.025,PCell,LTE,Mid,ATT
0.017,0.043,0.015,0.032,PCell,LTE,Mid,ATT
0.016,0.055999999999999994,0.018,0.034,PCell,LTE,Mid,ATT
0.018,0.065,0.012,0.029,PCell,LTE,Mid,ATT
0.016,0.05499999999999999,0.011,0.027,PCell,LTE,Mid,ATT
0.016,0.045,0.01,0.026,PCell,LTE,Mid,ATT
0.015,0.045,0.017,0.031,PCell,LTE,Mid,ATT
0.015,0.045,0.016,0.031,PCell,LTE,Mid,ATT
0.014,0.045,0.014,0.028,PCell,LTE,Mid,ATT
0.017,0.05499999999999999,0.01,0.027,PCell,LTE,Mid,ATT
0.014,0.053000000000000005,0.013,0.027,PCell,LTE,Mid,ATT
0.018,0.09,0.014,0.032,PCell,LTE,Mid,ATT
0.017,0.044,0.018,0.035,PCell,LTE,Mid,ATT
0.018,0.087,0.011,0.028,PCell,LTE,Mid,ATT
0.017,0.05499999999999999,0.01,0.027,PCell,LTE,Mid,ATT
0.017,0.064,0.017,0.034,PCell,LTE,Mid,ATT
0.014,0.024,0.011,0.025,PCell,LTE,Mid,ATT
0.017,0.067,0.01,0.027,PCell,LTE,Mid,ATT
0.016,0.039,0.011,0.026,PCell,LTE,Mid,ATT
0.017,0.047,0.013,0.03,PCell,LTE,Mid,ATT
0.016,0.044,0.012,0.028,PCell,LTE,Mid,ATT
0.017,0.05499999999999999,0.013,0.03,PCell,LTE,Mid,ATT
0.014,0.051000000000000004,0.016,0.03,PCell,LTE,Mid,ATT
0.015,0.045,0.012,0.027,PCell,LTE,Mid,ATT
0.016,0.051000000000000004,0.014,0.03,PCell,LTE,Mid,ATT
0.016,0.05499999999999999,0.017,0.033,PCell,LTE,Mid,ATT
0.015,0.053000000000000005,0.018,0.033,PCell,LTE,Mid,ATT
0.017,0.046,0.015,0.032,PCell,LTE,Mid,ATT
0.017,0.076,0.01,0.026,PCell,LTE,Mid,ATT
0.019,0.047,0.011,0.029,PCell,LTE,Mid,ATT
0.017,0.053000000000000005,0.016,0.033,PCell,LTE,Mid,ATT
0.016,0.034999999999999996,0.011,0.027,PCell,LTE,Mid,ATT
0.017,0.044,0.019,0.036,PCell,LTE,Mid,ATT
0.014,0.035,0.01,0.023,PCell,LTE,Mid,ATT
0.014,0.023,0.013,0.027,PCell,LTE,Mid,ATT
0.012,0.034,0.011,0.023,PCell,LTE,Mid,ATT
0.016,0.039,0.019,0.035,PCell,LTE,Mid,ATT
0.017,0.046,0.011,0.027,PCell,LTE,Mid,ATT
0.017,0.047,0.016,0.032,PCell,LTE,Mid,ATT
0.015,0.045,0.012,0.027,PCell,LTE,Mid,ATT
0.015,0.046,,,PCell,LTE,Mid,ATT
0.017,0.063,0.012,0.029,PCell,LTE,Mid,ATT
0.015,0.046,,,PCell,LTE,Mid,ATT
0.014,0.033,,,PCell,LTE,Mid,ATT
0.017,0.09,0.013,0.03,PCell,LTE,Mid,ATT
0.016,0.09,0.015,0.031,PCell,LTE,Mid,ATT
0.013,0.05500000000000001,0.014,0.027,PCell,LTE,Mid,ATT
0.017,0.044,0.013,0.03,PCell,LTE,Mid,ATT
0.014,0.076,0.01,0.024,PCell,LTE,Mid,ATT
0.017,0.08,0.015,0.032,PCell,LTE,Mid,ATT
0.018,0.091,0.017,0.035,PCell,LTE,Mid,ATT
0.02,0.030000000000000002,0.014,0.034,PCell,LTE,Mid,ATT
0.017,0.071,0.014,0.031,PCell,LTE,Mid,ATT
0.017,0.028999999999999998,0.016,0.032,PCell,LTE,Mid,ATT
0.017,0.049,0.016,0.032,PCell,LTE,Mid,ATT
0.016,0.045,0.011,0.027,PCell,LTE,Mid,ATT
0.017,0.087,0.019,0.035,PCell,LTE,Mid,ATT
0.018,0.057999999999999996,0.016,0.034,PCell,LTE,Mid,ATT
0.015,0.063,0.014,0.029,PCell,LTE,Mid,ATT
0.017,0.04,0.01,0.026,PCell,LTE,Mid,ATT
0.016,0.117,0.01,0.026,PCell,LTE,Mid,ATT
0.018,0.116,0.019,0.037,PCell,LTE,Mid,ATT
0.018,0.09,0.014,0.032,PCell,LTE,Mid,ATT
0.015,0.134,0.013,0.028,PCell,LTE,Mid,ATT
0.02,0.077,0.024,0.044,PCell,LTE,Mid,ATT
0.017,0.06899999999999999,0.015,0.031,PCell,LTE,Mid,ATT
0.018,0.06999999999999999,0.014,0.031,PCell,LTE,Mid,ATT
0.017,0.064,0.011,0.027,PCell,LTE,Mid,ATT
0.017,0.092,0.012,0.029,PCell,LTE,Mid,ATT
0.017,0.057999999999999996,0.014,0.031,PCell,LTE,Mid,ATT
0.017,0.066,0.019,0.036,PCell,LTE,Mid,ATT
0.017,0.048,0.014,0.031,PCell,LTE,Mid,ATT
0.017,0.089,0.019,0.035,PCell,LTE,Mid,ATT
0.021,0.09,0.019,0.039,PCell,LTE,Mid,ATT
0.019,0.032,,,PCell,LTE,Mid,ATT
0.036,0.086,,,PCell,LTE,Mid,ATT
0.04,0.013999999999999999,,,PCell,LTE,Mid,ATT
0.04,0.087,,,PCell,LTE,Mid,ATT
0.027,0.083,,,PCell,LTE,Mid,ATT
0.031,0.066,,,PCell,LTE,Mid,ATT
0.026,0.07500000000000001,,,PCell,LTE,Mid,ATT
0.021,0.057999999999999996,,,PCell,LTE,Mid,ATT
0.019,0.056999999999999995,,,PCell,LTE,Mid,ATT
0.023,0.14600000000000002,,,PCell,LTE,Mid,ATT
0.019,0.024999999999999998,,,PCell,LTE,Mid,ATT
0.019,0.043,,,PCell,LTE,Mid,ATT
0.038,1.4749999999999999,,,PCell,LTE,Mid,ATT
0.02,0.043,,,PCell,LTE,Mid,ATT
0.018,0.030000000000000002,,,PCell,LTE,Mid,ATT
0.012,0.064,,0.027,PCell,LTE,Mid,ATT
0.01,0.271,,,PCell,LTE,Mid,ATT
0.025,0.033999999999999996,,,PCell,LTE,Mid,ATT
0.025,0.057,,,PCell,LTE,Mid,ATT
0.037,0.058,,,PCell,LTE,Mid,ATT
0.017,0.053000000000000005,,,PCell,LTE,Mid,ATT
0.02,0.039999999999999994,,,PCell,LTE,Mid,ATT
0.017,0.046,,,PCell,LTE,Mid,ATT
0.025,0.053,,,PCell,LTE,Mid,ATT
0.015,0.079,,,PCell,LTE,Mid,ATT
0.026,0.06,,,PCell,LTE,Mid,ATT
0.031,0.046,,,PCell,LTE,Mid,ATT
0.022,0.093,,,PCell,LTE,Mid,ATT
0.017,0.041999999999999996,,,PCell,LTE,Mid,ATT
0.036,0.038,,,PCell,LTE,Mid,ATT
0.02,0.046,,,PCell,LTE,Mid,ATT
0.022,0.054,,,PCell,LTE,Mid,ATT
0.026,0.035,,,PCell,LTE,Mid,ATT
0.038,0.059000000000000004,,,PCell,LTE,Mid,ATT
0.015,0.055999999999999994,,,PCell,LTE,Mid,ATT
0.032,0.003999999999999997,,,PCell,LTE,Mid,ATT
0.038,0.064,,,PCell,LTE,Mid,ATT
0.03,0.066,,,PCell,LTE,Mid,ATT
0.024,0.046000000000000006,,,PCell,LTE,Mid,ATT
0.047,0.020000000000000004,,,PCell,LTE,Mid,ATT
0.049,,,,PCell,LTE,Mid,ATT
0.044,,,,PCell,LTE,Mid,ATT
0.035,0.028999999999999998,,,PCell,LTE,Mid,ATT
0.026,0.063,,,PCell,LTE,Mid,ATT
0.018,0.045,,,PCell,LTE,Mid,ATT
0.016,0.047,,,PCell,LTE,Mid,ATT
0.022,0.042,,,PCell,LTE,Mid,ATT
0.025,0.06199999999999999,,,PCell,LTE,Mid,ATT
0.02,0.05299999999999999,,,PCell,LTE,Mid,ATT
0.027,0.029,,,PCell,LTE,Mid,ATT
0.017,0.034999999999999996,,,PCell,LTE,Mid,ATT
0.017,0.032,0.012,0.029,PCell,LTE,Mid,ATT
0.017,0.077,0.011,0.028,PCell,LTE,Mid,ATT
0.014,0.037,0.012,0.026,PCell,LTE,Mid,ATT
0.016,0.034,0.012,0.027,PCell,LTE,Mid,ATT
0.019,0.047,0.014,0.032,PCell,LTE,Mid,ATT
0.019,0.014000000000000002,0.019,0.038,PCell,LTE,Mid,ATT
0.018,0.061,,,PCell,LTE,Mid,ATT
0.02,,0.016,0.036,PCell,LTE,Mid,ATT
0.02,0.044,0.018,0.037,PCell,LTE,Mid,ATT
0.024,0.053,0.016,0.039,PCell,LTE,Mid,ATT
0.018,0.076,0.013,0.03,PCell,LTE,Mid,ATT
0.021,0.062,0.019,0.039,PCell,LTE,Mid,ATT
0.014,0.059,0.013,0.027,PCell,LTE,Mid,ATT
0.02,0.091,0.012,0.032,PCell,LTE,Mid,ATT
0.018,0.046,0.019,0.037,PCell,LTE,Mid,ATT
0.017,0.072,0.01,0.027,PCell,LTE,Mid,ATT
0.017,0.077,0.011,0.027,PCell,LTE,Mid,ATT
0.017,0.045,0.01,0.027,PCell,LTE,Mid,ATT
0.019,0.06,0.013,0.031,PCell,LTE,Mid,ATT
0.018,0.045,0.019,0.036,PCell,LTE,Mid,ATT
0.018,0.043,0.011,0.029,PCell,LTE,Mid,ATT
0.026,0.065,0.016,0.041,PCell,LTE,Mid,ATT
0.022,0.033,0.016,0.038,PCell,LTE,Mid,ATT
0.017,0.045,0.01,0.027,PCell,LTE,Mid,ATT
0.017,0.091,0.015,0.031,PCell,LTE,Mid,ATT
0.018,0.04000000000000001,0.01,0.027,PCell,LTE,Mid,ATT
0.017,0.038,0.011,0.027,PCell,LTE,Mid,ATT
0.016,0.048,0.01,0.025,PCell,LTE,Mid,ATT
0.015,0.043000000000000003,0.01,0.025,PCell,LTE,Mid,ATT
0.018,0.061,0.013,0.03,PCell,LTE,Mid,ATT
0.022,0.04800000000000001,0.012,0.034,PCell,LTE,Mid,ATT
0.016,0.037,0.011,0.027,PCell,LTE,Mid,ATT
0.016,0.045,0.018,0.033,PCell,LTE,Mid,ATT
0.017,0.05,0.012,0.029,PCell,LTE,Mid,ATT
0.016,0.065,0.011,0.027,PCell,LTE,Mid,ATT
0.016,0.046,0.013,0.029,PCell,LTE,Mid,ATT
0.018,0.047,0.017,0.034,PCell,LTE,Mid,ATT
0.016,0.05,0.019,0.035,PCell,LTE,Mid,ATT
0.018,0.043,0.198,0.215,PCell,LTE,Mid,ATT
0.016,0.04,0.011,0.027,PCell,LTE,Mid,ATT
0.017,0.056999999999999995,0.013,0.03,PCell,LTE,Mid,ATT
0.02,0.039999999999999994,0.018,0.038,PCell,LTE,Mid,ATT
0.016,0.078,0.015,0.031,PCell,LTE,Mid,ATT
0.015,0.039,0.012,0.027,PCell,LTE,Mid,ATT
0.016,0.15200000000000002,0.014,0.03,PCell,LTE,Mid,ATT
0.015,0.042,0.016,0.031,PCell,LTE,Mid,ATT
0.018,0.05399999999999999,0.01,0.027,PCell,LTE,Mid,ATT
0.018,0.077,0.015,0.032,PCell,LTE,Mid,ATT
0.016,0.072,0.011,0.027,PCell,LTE,Mid,ATT
0.017,0.037,0.011,0.028,PCell,LTE,Mid,ATT
0.019,0.092,0.016,0.035,PCell,LTE,Mid,ATT
0.016,0.019999999999999997,0.01,0.026,PCell,LTE,Mid,ATT
0.016,0.042,0.015,0.031,PCell,LTE,Mid,ATT
0.017,0.092,0.011,0.028,PCell,LTE,Mid,ATT
0.015,0.05,0.016,0.031,PCell,LTE,Mid,ATT
0.014,0.032,0.016,0.03,PCell,LTE,Mid,ATT
0.023,0.061000000000000006,0.019,0.042,PCell,LTE,Mid,ATT
0.018,0.062,0.016,0.034,PCell,LTE,Mid,ATT
0.016,0.04,0.014,0.03,PCell,LTE,Mid,ATT
0.017,0.047,0.013,0.03,PCell,LTE,Mid,ATT
