HO,MR,RCH,FULL,Type,Tech,Band,Operator
0.013,0.05500000000000001,0.015,0.028,PCell,LTE,Low,VZW
0.055,0.056,0.009,0.063,PCell,LTE,Low,VZW
0.029,0.024999999999999998,0.012,0.042,PCell,LTE,Low,VZW
0.017,0.068,0.012,0.029,PCell,LTE,Low,VZW
0.015,0.068,0.014,0.029,PCell,LTE,Low,VZW
0.016,0.066,0.016,0.032,PCell,LTE,Low,VZW
0.015,0.14500000000000002,0.015,0.03,PCell,LTE,Low,VZW
0.019,0.045,0.017,0.036,PCell,LTE,Low,VZW
0.023,0.14800000000000002,0.011,0.034,PCell,LTE,Low,VZW
0.022,0.04800000000000001,0.019,0.041,PCell,LTE,Low,VZW
0.029,0.056999999999999995,0.011,0.04,PCell,LTE,Low,VZW
0.031,0.068,0.016,0.046,PCell,LTE,Low,VZW
0.017,0.025,0.013,0.029,PCell,LTE,Low,VZW
0.02,0.05,0.01,0.029,PCell,LTE,Low,VZW
0.026,0.051000000000000004,0.019,0.045,PCell,LTE,Low,VZW
0.023,0.052,0.012,0.035,PCell,LTE,Low,VZW
0.022,0.038,0.018,0.04,PCell,LTE,Low,VZW
0.021,0.04999999999999999,0.018,0.038,PCell,LTE,Low,VZW
0.021,0.044,0.031,0.052,PCell,LTE,Low,VZW
0.017,0.025999999999999995,0.01,0.026,PCell,LTE,Low,VZW
0.019,0.038000000000000006,0.011,0.029,PCell,LTE,Low,VZW
0.023,0.131,0.018,0.041,PCell,LTE,Low,VZW
0.02,0.071,0.014,0.033,PCell,LTE,Low,VZW
0.025,0.07400000000000001,0.017,0.041,PCell,LTE,Low,VZW
0.019,0.016000000000000004,0.016,0.034,PCell,LTE,Low,VZW
0.02,0.059,0.01,0.03,PCell,LTE,Low,VZW
0.02,0.037000000000000005,0.014,0.033,PCell,LTE,Low,VZW
0.022,0.051,0.015,0.037,PCell,LTE,Low,VZW
0.032,0.057999999999999996,0.01,0.042,PCell,LTE,Low,VZW
0.024,0.04,0.017,0.041,PCell,LTE,Low,VZW
0.022,0.068,0.013,0.035,PCell,LTE,Low,VZW
0.03,0.036000000000000004,0.012,0.042,PCell,LTE,Low,VZW
0.015,0.03,0.032,0.047,PCell,LTE,Low,VZW
0.018,0.030000000000000002,0.012,0.029,PCell,LTE,Low,VZW
0.015,0.05,0.01,0.025,PCell,LTE,Low,VZW
0.015,0.062,0.009,0.024,PCell,LTE,Low,VZW
0.018,0.047,0.015,0.032,PCell,LTE,Low,VZW
0.017,0.048,0.018,0.034,PCell,LTE,Low,VZW
0.016,0.063,0.012,0.028,PCell,LTE,Low,VZW
0.018,0.023000000000000003,0.012,0.029,PCell,LTE,Low,VZW
0.016,0.072,0.014,0.029,PCell,LTE,Low,VZW
0.021,0.044,0.018,0.039,PCell,LTE,Low,VZW
0.023,0.055,0.21,0.233,PCell,LTE,Low,VZW
0.017,0.037,0.011,0.027,PCell,LTE,Low,VZW
0.064,0.026999999999999996,0.016,0.079,PCell,LTE,Low,VZW
0.015,0.023,0.014,0.029,PCell,LTE,Low,VZW
0.029,0.045,0.015,0.044,PCell,LTE,Low,VZW
0.016,0.064,0.016,0.032,PCell,LTE,Low,VZW
0.016,0.068,0.018,0.034,PCell,LTE,Low,VZW
0.06,0.046,0.019,0.078,PCell,LTE,Low,VZW
0.023,0.048999999999999995,0.012,0.034,PCell,LTE,Low,VZW
0.017,0.039,0.011,0.028,PCell,LTE,Low,VZW
0.019,0.136,0.011,0.029,PCell,LTE,Low,VZW
0.023,0.065,0.012,0.035,PCell,LTE,Low,VZW
0.02,0.08299999999999999,0.016,0.036,PCell,LTE,Low,VZW
0.017,0.05,0.013,0.029,PCell,LTE,Low,VZW
0.015,0.035,0.01,0.024,PCell,LTE,Low,VZW
0.016,0.041,0.015,0.03,PCell,LTE,Low,VZW
0.016,0.069,0.015,0.03,PCell,LTE,Low,VZW
0.014,0.036000000000000004,0.01,0.023,PCell,LTE,Low,VZW
0.018,0.043,0.015,0.033,PCell,LTE,Low,VZW
0.018,0.040999999999999995,0.015,0.032,PCell,LTE,Low,VZW
0.023,0.006999999999999999,0.018,0.04,PCell,LTE,Low,VZW
0.021,0.02,0.014,0.034,PCell,LTE,Low,VZW
0.057,0.032999999999999995,0.015,0.072,PCell,LTE,Low,VZW
0.017,0.351,0.014,0.03,PCell,LTE,Low,VZW
0.015,0.053000000000000005,0.015,0.029,PCell,LTE,Low,VZW
0.026,0.139,0.158,0.183,PCell,LTE,Low,VZW
0.017,0.08,0.014,0.031,PCell,LTE,Low,VZW
0.021,0.005999999999999998,0.009,0.029,PCell,LTE,Low,VZW
0.018,0.08499999999999999,0.018,0.035,PCell,LTE,Low,VZW
0.024,0.041,0.009,0.033,PCell,LTE,Low,VZW
0.062,0.06,0.018,0.08,PCell,LTE,Low,VZW
0.022,0.08099999999999999,0.037,0.059,PCell,LTE,Low,VZW
0.021,0.26899999999999996,0.01,0.03,PCell,LTE,Low,VZW
0.022,0.07,0.009,0.03,PCell,LTE,Low,VZW
0.02,0.06999999999999999,0.01,0.03,PCell,LTE,Low,VZW
0.024,0.11600000000000002,0.015,0.038,PCell,LTE,Low,VZW
0.021,0.06999999999999999,0.012,0.032,PCell,LTE,Low,VZW
0.017,0.082,0.016,0.033,PCell,LTE,Low,VZW
0.024,0.46699999999999997,0.029,0.052,PCell,LTE,Low,VZW
0.019,0.22,0.016,0.035,PCell,LTE,Low,VZW
0.015,0.082,0.012,0.027,PCell,LTE,Low,VZW
0.02,0.321,0.029,0.048,PCell,LTE,Low,VZW
0.022,0.11700000000000002,0.013,0.034,PCell,LTE,Low,VZW
0.018,0.044,0.016,0.034,PCell,LTE,Low,VZW
0.025,0.08399999999999999,0.011,0.035,PCell,LTE,Low,VZW
0.021,0.087,0.009,0.03,PCell,LTE,Low,VZW
0.025,0.099,0.016,0.04,PCell,LTE,Low,VZW
0.064,0.057999999999999996,,,PCell,LTE,Low,VZW
0.017,0.076,0.014,0.03,PCell,LTE,Low,VZW
0.027,0.077,0.016,0.042,PCell,LTE,Low,VZW
0.023,0.17,0.014,0.037,PCell,LTE,Low,VZW
0.025,0.098,0.017,0.042,PCell,LTE,Low,VZW
0.018,0.062,0.056,0.073,PCell,LTE,Low,VZW
0.023,0.093,0.017,0.04,PCell,LTE,Low,VZW
0.022,0.10300000000000001,0.015,0.037,PCell,LTE,Low,VZW
0.023,0.035,0.016,0.039,PCell,LTE,Low,VZW
0.021,0.087,0.017,0.038,PCell,LTE,Low,VZW
0.022,0.45399999999999996,0.01,0.032,PCell,LTE,Low,VZW
0.026,0.038000000000000006,0.014,0.04,PCell,LTE,Low,VZW
0.016,0.079,0.01,0.025,PCell,LTE,Low,VZW
0.016,0.092,0.018,0.033,PCell,LTE,Low,VZW
0.061,0.061,0.013,0.074,PCell,LTE,Low,VZW
0.027,0.418,0.009,0.036,PCell,LTE,Low,VZW
0.027,0.04200000000000001,0.096,0.123,PCell,LTE,Low,VZW
0.022,0.069,0.019,0.04,PCell,LTE,Low,VZW
0.015,0.08,0.013,0.027,PCell,LTE,Low,VZW
0.056,0.07,0.009,0.064,PCell,LTE,Low,VZW
0.016,0.031,0.013,0.028,PCell,LTE,Low,VZW
0.056,0.095,0.011,0.067,PCell,LTE,Low,VZW
0.031,0.05,0.01,0.041,PCell,LTE,Low,VZW
0.034,0.03799999999999999,0.013,0.047,PCell,LTE,Low,VZW
0.065,0.026999999999999996,0.014,0.078,PCell,LTE,Low,VZW
0.017,0.129,0.015,0.032,PCell,LTE,Low,VZW
0.018,0.14200000000000002,0.013,0.03,PCell,LTE,Low,VZW
0.017,0.026999999999999996,0.012,0.029,PCell,LTE,Low,VZW
0.017,0.047,0.018,0.035,PCell,LTE,Low,VZW
0.022,0.042,0.012,0.033,PCell,LTE,Low,VZW
0.021,0.045,0.012,0.032,PCell,LTE,Low,VZW
0.014,0.143,0.012,0.025,PCell,LTE,Low,VZW
0.015,0.071,0.02,0.034,PCell,LTE,Low,VZW
0.016,0.356,0.019,0.034,PCell,LTE,Low,VZW
0.017,0.065,0.014,0.03,PCell,LTE,Low,VZW
0.018,0.04000000000000001,0.015,0.032,PCell,LTE,Low,VZW
0.013,0.028000000000000004,0.014,0.027,PCell,LTE,Low,VZW
0.011,0.075,0.011,0.022,PCell,LTE,Low,VZW
0.012,0.07200000000000001,0.011,0.023,PCell,LTE,Low,VZW
0.014,0.109,0.014,0.028,PCell,LTE,Low,VZW
0.014,0.12899999999999998,0.012,0.026,PCell,LTE,Low,VZW
0.014,0.073,0.01,0.024,PCell,LTE,Low,VZW
0.019,0.029,0.016,0.034,PCell,LTE,Low,VZW
0.018,0.057999999999999996,0.018,0.035,PCell,LTE,Low,VZW
0.015,0.054000000000000006,0.011,0.025,PCell,LTE,Low,VZW
0.016,0.046,0.015,0.031,PCell,LTE,Low,VZW
0.013,0.048,0.011,0.024,PCell,LTE,Low,VZW
0.013,0.054000000000000006,0.012,0.025,PCell,LTE,Low,VZW
0.015,0.108,0.013,0.028,PCell,LTE,Low,VZW
0.014,0.04,0.013,0.027,PCell,LTE,Low,VZW
0.017,0.033,0.01,0.027,PCell,LTE,Low,VZW
0.013,0.074,0.017,0.03,PCell,LTE,Low,VZW
0.014,0.101,0.016,0.03,PCell,LTE,Low,VZW
0.017,0.089,0.018,0.035,PCell,LTE,Low,VZW
0.012,0.05600000000000001,0.017,0.029,PCell,LTE,Low,VZW
0.013,0.013,0.011,0.024,PCell,LTE,Low,VZW
0.015,0.035,0.013,0.028,PCell,LTE,Low,VZW
0.014,0.068,0.014,0.027,PCell,LTE,Low,VZW
0.016,0.081,0.017,0.033,PCell,LTE,Low,VZW
0.016,0.059,0.019,0.035,PCell,LTE,Low,VZW
0.014,0.08,0.013,0.027,PCell,LTE,Low,VZW
0.018,0.072,0.014,0.032,PCell,LTE,Low,VZW
0.014,0.07100000000000001,0.016,0.03,PCell,LTE,Low,VZW
0.013,0.051000000000000004,0.017,0.03,PCell,LTE,Low,VZW
0.014,0.061,0.016,0.03,PCell,LTE,Low,VZW
0.018,0.049,0.016,0.034,PCell,LTE,Low,VZW
0.017,0.036,0.017,0.033,PCell,LTE,Low,VZW
0.017,0.062,0.01,0.027,PCell,LTE,Low,VZW
0.014,0.038,0.018,0.031,PCell,LTE,Low,VZW
0.017,0.031,0.012,0.029,PCell,LTE,Low,VZW
0.018,0.047,0.01,0.028,PCell,LTE,Low,VZW
0.014,0.049,0.019,0.033,PCell,LTE,Low,VZW
0.018,0.036000000000000004,0.017,0.035,PCell,LTE,Low,VZW
0.02,0.038000000000000006,0.01,0.029,PCell,LTE,Low,VZW
0.024,0.044000000000000004,0.016,0.04,PCell,LTE,Low,VZW
0.013,0.051000000000000004,0.017,0.03,PCell,LTE,Low,VZW
0.014,0.22899999999999998,0.014,0.028,PCell,LTE,Low,VZW
0.018,0.077,0.012,0.03,PCell,LTE,Low,VZW
0.015,0.047,0.012,0.026,PCell,LTE,Low,VZW
0.018,0.234,0.014,0.031,PCell,LTE,Low,VZW
0.019,0.040999999999999995,0.017,0.036,PCell,LTE,Low,VZW
0.016,0.036,0.011,0.027,PCell,LTE,Low,VZW
0.016,0.046,0.012,0.028,PCell,LTE,Low,VZW
0.017,0.024,0.016,0.033,PCell,LTE,Low,VZW
0.018,0.035,0.017,0.035,PCell,LTE,Low,VZW
0.018,0.038000000000000006,0.016,0.033,PCell,LTE,Low,VZW
0.015,0.065,0.016,0.03,PCell,LTE,Low,VZW
0.013,0.099,0.019,0.032,PCell,LTE,Low,VZW
0.014,0.068,0.019,0.033,PCell,LTE,Low,VZW
0.013,0.034,0.01,0.023,PCell,LTE,Low,VZW
0.017,0.102,0.017,0.034,PCell,LTE,Low,VZW
0.012,0.177,0.016,0.028,PCell,LTE,Low,VZW
0.015,0.081,0.019,0.034,PCell,LTE,Low,VZW
0.014,0.039,0.014,0.028,PCell,LTE,Low,VZW
0.019,0.168,0.019,0.037,PCell,LTE,Low,VZW
0.015,0.114,0.01,0.025,PCell,LTE,Low,VZW
0.016,0.40399999999999997,0.017,0.033,PCell,LTE,Low,VZW
0.011,0.365,0.012,0.023,PCell,LTE,Low,VZW
0.019,0.031000000000000003,0.018,0.036,PCell,LTE,Low,VZW
0.016,0.037,0.017,0.032,PCell,LTE,Low,VZW
0.013,0.509,0.013,0.026,PCell,LTE,Low,VZW
0.014,0.062,0.072,0.086,PCell,LTE,Low,VZW
0.015,0.062,0.014,0.029,PCell,LTE,Low,VZW
0.018,0.063,0.016,0.034,PCell,LTE,Low,VZW
0.015,0.055999999999999994,0.015,0.03,PCell,LTE,Low,VZW
0.018,0.061,0.015,0.032,PCell,LTE,Low,VZW
0.021,0.071,0.019,0.04,PCell,LTE,Low,VZW
0.02,0.109,0.012,0.032,PCell,LTE,Low,VZW
0.016,0.12200000000000001,0.01,0.026,PCell,LTE,Low,VZW
0.014,0.104,0.013,0.026,PCell,LTE,Low,VZW
0.016,0.067,0.013,0.029,PCell,LTE,Low,VZW
0.023,0.046000000000000006,0.013,0.036,PCell,LTE,Low,VZW
0.019,0.041999999999999996,0.014,0.033,PCell,LTE,Low,VZW
0.019,0.040999999999999995,0.016,0.035,PCell,LTE,Low,VZW
0.014,0.19899999999999998,0.012,0.026,PCell,LTE,Low,VZW
0.026,0.046,0.017,0.042,PCell,LTE,Low,VZW
0.015,0.077,0.013,0.028,PCell,LTE,Low,VZW
0.016,0.031,0.019,0.034,PCell,LTE,Low,VZW
0.023,0.049999999999999996,0.017,0.039,PCell,LTE,Low,VZW
0.027,0.044,0.013,0.039,PCell,LTE,Low,VZW
0.016,0.14600000000000002,0.012,0.028,PCell,LTE,Low,VZW
0.018,0.035,0.011,0.029,PCell,LTE,Low,VZW
0.018,0.033,0.011,0.029,PCell,LTE,Low,VZW
0.014,0.042,0.019,0.033,PCell,LTE,Low,VZW
0.018,0.03900000000000001,0.013,0.031,PCell,LTE,Low,VZW
0.012,0.040999999999999995,0.012,0.024,PCell,LTE,Low,VZW
0.018,0.026,0.012,0.029,PCell,LTE,Low,VZW
0.018,0.05,0.018,0.035,PCell,LTE,Low,VZW
0.018,0.047,0.016,0.033,PCell,LTE,Low,VZW
0.014,0.049,0.014,0.027,PCell,LTE,Low,VZW
0.019,0.091,0.018,0.036,PCell,LTE,Low,VZW
0.014,0.046,0.015,0.029,PCell,LTE,Low,VZW
0.014,0.03,0.017,0.031,PCell,LTE,Low,VZW
0.017,0.031,0.018,0.034,PCell,LTE,Low,VZW
0.018,0.028,0.015,0.033,PCell,LTE,Low,VZW
0.019,0.048,0.017,0.035,PCell,LTE,Low,VZW
0.019,0.024999999999999998,0.015,0.033,PCell,LTE,Low,VZW
0.018,0.03900000000000001,0.019,0.037,PCell,LTE,Low,VZW
0.016,0.038,0.017,0.032,PCell,LTE,Low,VZW
0.017,0.051000000000000004,0.02,0.037,PCell,LTE,Low,VZW
0.014,0.031,0.052,0.065,PCell,LTE,Low,VZW
0.018,0.091,0.017,0.035,PCell,LTE,Low,VZW
0.014,0.036000000000000004,0.016,0.03,PCell,LTE,Low,VZW
0.017,0.038,0.016,0.033,PCell,LTE,Low,VZW
0.015,0.034,0.019,0.033,PCell,LTE,Low,VZW
0.015,0.044,0.018,0.033,PCell,LTE,Low,VZW
0.014,0.041,0.02,0.033,PCell,LTE,Low,VZW
0.012,0.05500000000000001,0.014,0.026,PCell,LTE,Low,VZW
0.02,0.041999999999999996,0.014,0.033,PCell,LTE,Low,VZW
0.019,0.030000000000000002,0.014,0.033,PCell,LTE,Low,VZW
0.016,0.027999999999999997,0.01,0.026,PCell,LTE,Low,VZW
0.018,0.052000000000000005,0.013,0.03,PCell,LTE,Low,VZW
0.018,0.043,0.012,0.03,PCell,LTE,Low,VZW
0.018,0.048,0.017,0.034,PCell,LTE,Low,VZW
0.017,0.053000000000000005,0.015,0.032,PCell,LTE,Low,VZW
0.013,0.036000000000000004,0.012,0.024,PCell,LTE,Low,VZW
0.018,0.05499999999999999,0.019,0.036,PCell,LTE,Low,VZW
0.012,0.05500000000000001,0.014,0.026,PCell,LTE,Low,VZW
0.016,0.055999999999999994,0.012,0.028,PCell,LTE,Low,VZW
0.018,0.032,0.019,0.036,PCell,LTE,Low,VZW
0.018,0.036000000000000004,0.016,0.034,PCell,LTE,Low,VZW
0.02,0.037000000000000005,0.018,0.037,PCell,LTE,Low,VZW
0.017,0.14600000000000002,0.019,0.035,PCell,LTE,Low,VZW
0.013,0.07200000000000001,0.02,0.032,PCell,LTE,Low,VZW
0.018,0.046,0.016,0.033,PCell,LTE,Low,VZW
0.02,0.046,0.016,0.035,PCell,LTE,Low,VZW
0.016,0.061,0.012,0.028,PCell,LTE,Low,VZW
0.019,0.044,0.018,0.037,PCell,LTE,Low,VZW
0.037,0.049999999999999996,0.018,0.054,PCell,LTE,Low,VZW
0.016,0.028999999999999998,0.016,0.032,PCell,LTE,Low,VZW
0.024,0.045000000000000005,0.018,0.042,PCell,LTE,Low,VZW
0.016,0.034,0.012,0.027,PCell,LTE,Low,VZW
0.019,0.046,0.018,0.037,PCell,LTE,Low,VZW
0.013,0.054000000000000006,0.018,0.031,PCell,LTE,Low,VZW
0.017,0.047,0.056,0.073,PCell,LTE,Low,VZW
0.015,0.074,0.015,0.029,PCell,LTE,Low,VZW
0.018,0.08399999999999999,0.019,0.036,PCell,LTE,Low,VZW
0.016,0.057999999999999996,0.012,0.028,PCell,LTE,Low,VZW
0.018,0.041999999999999996,0.011,0.028,PCell,LTE,Low,VZW
0.017,0.038,0.014,0.031,PCell,LTE,Low,VZW
0.017,0.025999999999999995,0.017,0.034,PCell,LTE,Low,VZW
0.019,0.05499999999999999,0.014,0.032,PCell,LTE,Low,VZW
0.018,0.038000000000000006,0.014,0.031,PCell,LTE,Low,VZW
0.019,0.05,0.013,0.032,PCell,LTE,Low,VZW
0.018,0.037000000000000005,0.016,0.034,PCell,LTE,Low,VZW
0.016,0.051000000000000004,0.018,0.034,PCell,LTE,Low,VZW
0.025,0.068,0.011,0.036,PCell,LTE,Low,VZW
0.013,0.036000000000000004,0.015,0.028,PCell,LTE,Low,VZW
0.013,0.049,0.019,0.032,PCell,LTE,Low,VZW
0.014,0.097,0.016,0.03,PCell,LTE,Low,VZW
0.018,0.087,0.011,0.028,PCell,LTE,Low,VZW
0.017,0.106,0.011,0.028,PCell,LTE,Low,VZW
0.017,0.072,0.017,0.034,PCell,LTE,Low,VZW
0.018,0.05299999999999999,0.013,0.031,PCell,LTE,Low,VZW
0.019,0.097,0.018,0.037,PCell,LTE,Low,VZW
0.017,0.067,0.012,0.029,PCell,LTE,Low,VZW
0.023,0.161,0.012,0.034,PCell,LTE,Low,VZW
0.015,0.092,0.013,0.028,PCell,LTE,Low,VZW
0.017,0.11,0.016,0.033,PCell,LTE,Low,VZW
0.016,0.066,0.016,0.031,PCell,LTE,Low,VZW
0.016,0.095,0.018,0.034,PCell,LTE,Low,VZW
0.017,0.067,0.011,0.027,PCell,LTE,Low,VZW
0.018,0.062,0.018,0.035,PCell,LTE,Low,VZW
0.017,0.06,0.037,0.053,PCell,LTE,Low,VZW
0.018,0.192,0.012,0.03,PCell,LTE,Low,VZW
0.019,0.05399999999999999,0.017,0.036,PCell,LTE,Low,VZW
0.055,0.048999999999999995,0.015,0.069,PCell,LTE,Low,VZW
0.017,0.09,0.013,0.03,PCell,LTE,Low,VZW
0.057,0.063,0.012,0.069,PCell,LTE,Low,VZW
0.056,0.10300000000000001,0.01,0.065,PCell,LTE,Low,VZW
0.018,0.12100000000000001,0.014,0.032,PCell,LTE,Low,VZW
0.014,0.065,0.015,0.029,PCell,LTE,Low,VZW
0.059,0.089,0.019,0.078,PCell,LTE,Low,VZW
0.013,0.08700000000000001,0.012,0.025,PCell,LTE,Low,VZW
0.018,0.103,0.034,0.052,PCell,LTE,Low,VZW
0.019,0.09999999999999999,0.014,0.032,PCell,LTE,Low,VZW
0.016,0.117,0.019,0.035,PCell,LTE,Low,VZW
0.017,0.057999999999999996,0.015,0.032,PCell,LTE,Low,VZW
0.018,0.088,0.018,0.035,PCell,LTE,Low,VZW
0.057,0.039,0.017,0.073,PCell,LTE,Low,VZW
0.016,0.127,0.012,0.028,PCell,LTE,Low,VZW
0.016,0.14700000000000002,0.013,0.029,PCell,LTE,Low,VZW
0.017,0.083,0.013,0.03,PCell,LTE,Low,VZW
0.017,0.081,0.015,0.032,PCell,LTE,Low,VZW
0.018,0.10099999999999999,0.014,0.031,PCell,LTE,Low,VZW
0.018,0.047,0.01,0.027,PCell,LTE,Low,VZW
0.025,0.048999999999999995,0.016,0.04,PCell,LTE,Low,VZW
0.017,0.16799999999999998,0.015,0.032,PCell,LTE,Low,VZW
0.018,0.05,0.018,0.037,PCell,LTE,Low,VZW
0.017,0.056999999999999995,0.019,0.036,PCell,LTE,Low,VZW
0.019,0.05399999999999999,0.015,0.033,PCell,LTE,Low,VZW
0.018,0.078,0.013,0.03,PCell,LTE,Low,VZW
0.017,0.08,0.019,0.036,PCell,LTE,Low,VZW
0.018,0.082,0.013,0.03,PCell,LTE,Low,VZW
0.019,0.046,0.015,0.034,PCell,LTE,Low,VZW
0.016,0.091,0.012,0.027,PCell,LTE,Low,VZW
0.016,0.052000000000000005,0.013,0.029,PCell,LTE,Low,VZW
0.017,0.037,0.016,0.032,PCell,LTE,Low,VZW
0.017,0.103,0.01,0.026,PCell,LTE,Low,VZW
0.018,0.05399999999999999,0.013,0.03,PCell,LTE,Low,VZW
0.017,0.083,0.011,0.028,PCell,LTE,Low,VZW
0.017,0.038,0.019,0.035,PCell,LTE,Low,VZW
0.017,0.041999999999999996,0.017,0.033,PCell,LTE,Low,VZW
0.016,0.072,0.019,0.035,PCell,LTE,Low,VZW
0.016,0.034999999999999996,0.016,0.031,PCell,LTE,Low,VZW
0.018,0.079,0.011,0.029,PCell,LTE,Low,VZW
0.018,0.06,0.018,0.036,PCell,LTE,Low,VZW
0.017,0.076,0.011,0.028,PCell,LTE,Low,VZW
0.016,0.105,0.019,0.035,PCell,LTE,Low,VZW
0.016,0.078,0.017,0.033,PCell,LTE,Low,VZW
0.016,0.061,0.016,0.031,PCell,LTE,Low,VZW
0.015,0.076,0.018,0.033,PCell,LTE,Low,VZW
0.017,0.071,0.015,0.032,PCell,LTE,Low,VZW
0.016,0.039,0.014,0.03,PCell,LTE,Low,VZW
0.019,0.092,0.016,0.035,PCell,LTE,Low,VZW
0.017,0.08499999999999999,0.016,0.033,PCell,LTE,Low,VZW
0.019,0.088,0.012,0.031,PCell,LTE,Low,VZW
0.022,0.098,0.017,0.038,PCell,LTE,Low,VZW
0.018,0.08499999999999999,0.019,0.037,PCell,LTE,Low,VZW
0.017,0.081,0.014,0.03,PCell,LTE,Low,VZW
0.019,0.05499999999999999,0.019,0.037,PCell,LTE,Low,VZW
0.018,0.055999999999999994,0.014,0.032,PCell,LTE,Low,VZW
0.018,0.048,0.014,0.031,PCell,LTE,Low,VZW
0.018,0.08399999999999999,0.011,0.028,PCell,LTE,Low,VZW
0.019,0.091,0.01,0.029,PCell,LTE,Low,VZW
0.016,0.087,0.016,0.032,PCell,LTE,Low,VZW
0.02,0.049,0.015,0.035,PCell,LTE,Low,VZW
0.022,0.07900000000000001,0.014,0.035,PCell,LTE,Low,VZW
0.017,0.083,0.011,0.028,PCell,LTE,Low,VZW
0.02,0.162,0.016,0.035,PCell,LTE,Low,VZW
0.018,0.037000000000000005,0.014,0.031,PCell,LTE,Low,VZW
0.024,0.232,0.016,0.039,PCell,LTE,Low,VZW
0.019,0.065,0.017,0.035,PCell,LTE,Low,VZW
0.028,0.057999999999999996,0.014,0.041,PCell,LTE,Low,VZW
0.016,0.079,0.019,0.035,PCell,LTE,Low,VZW
0.017,0.1,0.01,0.027,PCell,LTE,Low,VZW
0.016,0.128,0.014,0.03,PCell,LTE,Low,VZW
0.016,0.061,0.015,0.03,PCell,LTE,Low,VZW
0.018,0.083,0.018,0.036,PCell,LTE,Low,VZW
0.016,0.069,0.016,0.032,PCell,LTE,Low,VZW
0.017,0.099,0.017,0.033,PCell,LTE,Low,VZW
0.017,0.055999999999999994,0.011,0.028,PCell,LTE,Low,VZW
0.016,0.066,0.015,0.031,PCell,LTE,Low,VZW
0.017,0.06,0.015,0.031,PCell,LTE,Low,VZW
0.016,0.073,0.018,0.034,PCell,LTE,Low,VZW
0.016,0.096,0.014,0.029,PCell,LTE,Low,VZW
0.017,0.064,0.015,0.031,PCell,LTE,Low,VZW
0.017,0.053000000000000005,0.019,0.035,PCell,LTE,Low,VZW
0.017,0.079,0.013,0.03,PCell,LTE,Low,VZW
0.016,0.049,0.014,0.029,PCell,LTE,Low,VZW
0.016,0.084,0.018,0.034,PCell,LTE,Low,VZW
0.017,0.08499999999999999,0.014,0.03,PCell,LTE,Low,VZW
0.018,0.051000000000000004,0.019,0.037,PCell,LTE,Low,VZW
0.017,0.037,0.016,0.032,PCell,LTE,Low,VZW
0.017,0.05399999999999999,0.014,0.03,PCell,LTE,Low,VZW
0.017,0.041,0.011,0.028,PCell,LTE,Low,VZW
0.018,0.06,0.013,0.031,PCell,LTE,Low,VZW
0.018,0.08,0.017,0.035,PCell,LTE,Low,VZW
0.017,0.072,0.017,0.033,PCell,LTE,Low,VZW
0.016,0.039,0.019,0.035,PCell,LTE,Low,VZW
0.018,0.06,0.019,0.037,PCell,LTE,Low,VZW
0.019,0.046,0.012,0.03,PCell,LTE,Low,VZW
0.018,0.049,0.018,0.035,PCell,LTE,Low,VZW
0.016,0.049,0.018,0.034,PCell,LTE,Low,VZW
0.018,0.067,0.012,0.03,PCell,LTE,Low,VZW
0.017,0.062,0.018,0.035,PCell,LTE,Low,VZW
0.019,0.055999999999999994,0.014,0.033,PCell,LTE,Low,VZW
0.027,0.048,0.018,0.044,PCell,LTE,Low,VZW
0.025,0.17400000000000002,0.019,0.044,PCell,LTE,Low,VZW
0.016,0.098,0.013,0.028,PCell,LTE,Low,VZW
0.012,0.12400000000000001,0.011,0.022,PCell,LTE,Low,VZW
0.02,0.074,0.014,0.033,PCell,LTE,Low,VZW
0.018,0.098,0.016,0.034,PCell,LTE,Low,VZW
0.02,0.06999999999999999,0.015,0.034,PCell,LTE,Low,VZW
0.015,0.101,0.01,0.024,PCell,LTE,Low,VZW
0.017,0.063,0.013,0.03,PCell,LTE,Low,VZW
0.015,0.072,0.015,0.03,PCell,LTE,Low,VZW
0.018,0.051000000000000004,0.015,0.033,PCell,LTE,Low,VZW
0.018,0.05399999999999999,0.013,0.03,PCell,LTE,Low,VZW
0.018,0.08499999999999999,0.015,0.032,PCell,LTE,Low,VZW
0.022,0.093,0.012,0.034,PCell,LTE,Low,VZW
0.017,0.091,0.018,0.034,PCell,LTE,Low,VZW
0.02,0.08499999999999999,0.012,0.032,PCell,LTE,Low,VZW
0.017,0.088,0.012,0.028,PCell,LTE,Low,VZW
0.016,0.1,0.014,0.03,PCell,LTE,Low,VZW
0.016,0.039,0.014,0.03,PCell,LTE,Low,VZW
0.017,0.08,0.015,0.032,PCell,LTE,Low,VZW
0.02,0.06,0.015,0.035,PCell,LTE,Low,VZW
0.017,0.079,0.016,0.033,PCell,LTE,Low,VZW
0.02,0.05499999999999999,0.013,0.032,PCell,LTE,Low,VZW
0.022,0.086,0.018,0.039,PCell,LTE,Low,VZW
0.017,0.108,0.014,0.031,PCell,LTE,Low,VZW
0.02,0.09,0.016,0.036,PCell,LTE,Low,VZW
0.019,0.045,0.011,0.03,PCell,LTE,Low,VZW
0.016,0.068,0.016,0.032,PCell,LTE,Low,VZW
0.014,0.061,0.016,0.03,PCell,LTE,Low,VZW
0.014,0.10200000000000001,0.013,0.027,PCell,LTE,Low,VZW
0.014,0.05,0.012,0.026,PCell,LTE,Low,VZW
