row_type,target_frame_rate,game_latency,capture_latency,convert_latency,encode_latency,network_latency,decode_latency,display_latency,dropped,state,minRTT,maxRTT,gain,bitrate,ping,in_bitrate,in_pkts,in_qual,out_bitrate,out_pkts,out_qual,Event Technology,lte_mr_events,nr_mr_events,lte_ho_attempt,lte_ho_result,lte_ho_enb_type,lte_ho_freq_type,lte_ho_band_type,scg_mobility_attempt,scg_mobility_result,scg_mobility_type,menb_ho_attempt,menb_ho_result,menb_ho_type,lte_ho_category,nr_ho_category,time_since_start
bitrate_adapter,,,,,,,,,,2.0,47.0,96.0,1.25,26366.0,,,,,,,,,,,,,,,,,,,,,,,,423.0
socket_stats,,,,,,,,,,,,,,,60.0,16452.5,2202.6,100.0,62.9,58.8,100.0,,,,,,,,,,,,,,,,,424.0
bitrate_adapter,,,,,,,,,,2.0,47.0,72.0,1.25,30000.0,,,,,,,,,,,,,,,,,,,,,,,,427.0
socket_stats,,,,,,,,,,,,,,,59.0,23082.4,3309.8,99.7,59.0,62.5,100.0,,,,,,,,,,,,,,,,,429.0
slow,,16.06,2.96,0.04,11.78,34.65,1.56,2.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432.0
bitrate_adapter,,,,,,,,,,2.0,47.0,122.0,0.75,22500.0,,,,,,,,,,,,,,,,,,,,,,,,432.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432.0
target,60.0,16.11,2.97,0.04,12.0,33.19,1.57,2.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432.0
slow,,16.15,2.96,0.04,11.89,37.43,1.4,5.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433.0
socket_stats,,,,,,,,,,,,,,,56.0,24993.1,3634.9,100.0,65.2,62.8,100.0,,,,,,,,,,,,,,,,,434.0
target,60.0,16.15,3.03,0.04,11.66,33.1,1.6,2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.0
bitrate_adapter,,,,,,,,,,2.0,47.0,69.0,1.25,28125.0,,,,,,,,,,,,,,,,,,,,,,,,436.0
bitrate_adapter,,,,,,,,,,2.0,46.0,284.0,0.75,21093.0,,,,,,,,,,,,,,,,,,,,,,,,439.0
slow,,22.4,2.0,0.04,11.79,87.89,1.96,12.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439.0
socket_stats,,,,,,,,,,,,,,,56.0,18867.2,2611.3,99.9,65.6,62.7,100.0,,,,,,,,,,,,,,,,,439.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.0
bitrate_adapter,,,,,,,,,,2.0,46.0,205.0,0.75,15819.0,,,,,,,,,,,,,,,,,,,,,,,,440.0
slow,,28.79,2.95,0.04,12.27,63.89,1.53,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.0
slow,,35.55,2.99,0.04,14.41,31.03,1.49,6.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441.0
target,60.0,26.61,2.99,0.04,15.13,31.04,1.16,6.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.0
bitrate_adapter,,,,,,,,,,2.0,46.0,145.0,0.75,11864.0,,,,,,,,,,,,,,,,,,,,,,,,442.0
,,,,,,,,,,,,,,,,,,,,,,NSA,,,,,,,,attempt,,modification,,,,,nsa_scgm,442.6118200000001
,,,,,,,,,,,,,,,,,,,,,,NSA,,,,,,,,,success,,,,,,,442.644857
slow,,25.28,2.95,0.04,15.98,36.35,1.28,4.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443.0
socket_stats,,,,,,,,,,,,,,,54.0,8043.4,1125.3,100.0,47.9,53.2,100.0,,,,,,,,,,,,,,,,,444.0
target,60.0,25.33,2.93,0.04,16.81,28.33,1.75,4.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446.0
bitrate_adapter,,,,,,,,,,2.0,44.0,179.0,0.75,8898.0,,,,,,,,,,,,,,,,,,,,,,,,446.0
slow,,26.11,3.0,0.04,17.53,37.95,1.69,4.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446.0
target,60.0,26.28,3.06,0.04,17.74,28.11,1.22,5.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.0
target,60.0,25.69,2.99,0.04,17.7,30.01,1.35,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448.0
socket_stats,,,,,,,,,,,,,,,56.0,4195.4,589.1,99.5,40.8,52.4,100.0,,,,,,,,,,,,,,,,,449.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.0
bitrate_adapter,,,,,,,,,,2.0,44.0,122.0,0.75,6673.0,,,,,,,,,,,,,,,,,,,,,,,,449.0
target,15.0,25.39,2.92,0.04,17.63,37.18,1.57,5.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.0
bitrate_adapter,,,,,,,,,,2.0,44.0,95.0,0.75,5004.0,,,,,,,,,,,,,,,,,,,,,,,,449.0
bitrate_adapter,,,,,,,,,,2.0,42.0,81.0,1.25,6255.0,,,,,,,,,,,,,,,,,,,,,,,,453.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453.0
,,,,,,,,,,,,,,,,,,,,,,NSA,,,,,,,,attempt,,modification,,,,,nsa_scgm,453.7850000000001
,,,,,,,,,,,,,,,,,,,,,,NSA,,,,,,,,,success,,,,,,,453.809834
target,60.0,24.06,2.98,0.04,17.58,34.2,1.29,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.0
socket_stats,,,,,,,,,,,,,,,53.0,2833.8,453.9,100.0,40.5,51.2,100.0,,,,,,,,,,,,,,,,,454.0
target,15.0,24.66,2.98,0.04,17.46,31.33,1.36,4.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455.0
,,,,,,,,,,,,,,,,,,,,,,NSA,,,attempt,,inter-x2,intra,intra,attempt,,modification,attempt,,intra,nsa_menb_intra,nsa_scgm,456.898724
,,,,,,,,,,,,,,,,,,,,,,NSA,,,,success,,,,,success,,,success,,,,456.958303
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.0
slow,,25.84,2.92,0.04,17.66,51.44,1.23,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.0
bitrate_adapter,,,,,,,,,,2.0,42.0,153.0,0.75,4691.0,,,,,,,,,,,,,,,,,,,,,,,,457.0
,,,,,,,,,,,,,,,,,,,,,,NSA,reportStrongestCells,,,,,,,,,,,,,,,457.188172
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458.0
slow,,26.24,2.97,0.04,17.47,51.65,2.23,4.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458.0
bitrate_adapter,,,,,,,,,,2.0,42.0,199.0,0.75,3518.0,,,,,,,,,,,,,,,,,,,,,,,,458.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458.0
target,60.0,26.68,3.09,0.04,17.56,28.75,1.37,4.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459.0
socket_stats,,,,,,,,,,,,,,,50.0,2695.6,432.6,99.0,48.1,52.6,100.0,,,,,,,,,,,,,,,,,459.0
target,60.0,25.5,2.99,0.04,17.49,28.44,1.25,3.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460.0
target,15.0,25.21,2.96,0.04,17.22,28.57,1.65,3.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461.0
bitrate_adapter,,,,,,,,,,2.0,45.0,76.0,1.25,4397.0,,,,,,,,,,,,,,,,,,,,,,,,462.0
socket_stats,,,,,,,,,,,,,,,54.0,1489.0,306.6,100.0,46.4,52.0,100.0,,,,,,,,,,,,,,,,,464.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465.0
slow,,24.98,2.94,0.04,17.71,40.23,1.41,5.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465.0
bitrate_adapter,,,,,,,,,,2.0,49.0,191.0,0.75,3297.0,,,,,,,,,,,,,,,,,,,,,,,,465.0
target,60.0,25.73,2.95,0.04,17.85,27.75,1.42,7.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466.0
target,15.0,25.95,2.97,0.04,17.66,30.12,1.61,4.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467.0
bitrate_adapter,,,,,,,,,,2.0,49.0,73.0,1.25,4121.0,,,,,,,,,,,,,,,,,,,,,,,,469.0
socket_stats,,,,,,,,,,,,,,,58.0,1664.1,324.6,99.9,40.3,52.2,100.0,,,,,,,,,,,,,,,,,469.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471.0
slow,,25.66,3.15,0.04,17.65,46.15,1.33,6.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.0
bitrate_adapter,,,,,,,,,,2.0,47.0,206.0,0.75,3090.0,,,,,,,,,,,,,,,,,,,,,,,,472.0
target,15.0,25.89,2.99,0.04,17.48,30.56,1.56,6.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473.0
socket_stats,,,,,,,,,,,,,,,62.0,1606.9,317.6,100.0,43.4,51.8,100.0,,,,,,,,,,,,,,,,,474.0
bitrate_adapter,,,,,,,,,,2.0,47.0,67.0,1.25,3862.0,,,,,,,,,,,,,,,,,,,,,,,,476.0
target,60.0,24.65,3.0,0.04,17.5,29.48,1.27,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.0
target,15.0,24.49,2.92,0.04,17.18,30.26,1.3,8.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.0
bitrate_adapter,,,,,,,,,,2.0,47.0,75.0,1.25,4827.0,,,,,,,,,,,,,,,,,,,,,,,,480.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.0
bitrate_adapter,,,,,,,,,,2.0,48.0,207.0,0.75,3620.0,,,,,,,,,,,,,,,,,,,,,,,,482.0
slow,,24.8,3.06,0.04,17.86,78.69,2.4,7.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.0
target,60.0,25.07,2.98,0.04,17.82,30.78,1.14,4.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483.0
target,60.0,25.41,2.94,0.04,17.72,30.48,1.19,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484.0
target,15.0,25.26,2.92,0.04,17.6,30.97,1.57,4.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485.0
bitrate_adapter,,,,,,,,,,2.0,49.0,75.0,1.25,4525.0,,,,,,,,,,,,,,,,,,,,,,,,486.0
target,60.0,24.25,2.95,0.04,17.64,32.39,1.35,9.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490.0
bitrate_adapter,,,,,,,,,,2.0,51.0,73.0,1.25,5656.0,,,,,,,,,,,,,,,,,,,,,,,,490.0
target,15.0,25.75,3.01,0.04,17.46,32.77,1.44,8.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491.0
bitrate_adapter,,,,,,,,,,2.0,52.0,74.0,1.25,7070.0,,,,,,,,,,,,,,,,,,,,,,,,494.0
target,60.0,25.64,2.97,0.04,17.62,32.75,1.72,10.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.0
target,15.0,25.95,2.93,0.04,17.3,33.87,1.39,10.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497.0
bitrate_adapter,,,,,,,,,,2.0,51.0,75.0,1.25,8837.0,,,,,,,,,,,,,,,,,,,,,,,,498.0
,,,,,,,,,,,,,,,,,,,,,,NSA,,,attempt,,inter-x2,intra,intra,attempt,,modification,attempt,,intra,nsa_menb_intra,nsa_scgm,498.84288300000003
,,,,,,,,,,,,,,,,,,,,,,NSA,,,,success,,,,,success,,,success,,,,498.85607300000004
slow,,25.88,2.98,0.04,17.86,73.8,1.66,9.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.0
target,60.0,25.7,2.95,0.04,17.6,33.04,1.43,10.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0
bitrate_adapter,,,,,,,,,,2.0,51.0,76.0,1.25,11046.0,,,,,,,,,,,,,,,,,,,,,,,,502.0
target,60.0,24.64,2.91,0.04,17.66,31.26,1.54,9.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502.0
bitrate_adapter,,,,,,,,,,2.0,51.0,196.0,0.75,8284.0,,,,,,,,,,,,,,,,,,,,,,,,503.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.0
target,15.0,24.59,2.95,0.04,17.7,46.19,1.33,10.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.0
bitrate_adapter,,,,,,,,,,2.0,51.0,78.0,1.25,10355.0,,,,,,,,,,,,,,,,,,,,,,,,507.0
target,60.0,24.98,2.96,0.04,17.6,32.65,1.26,6.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.0
socket_stats,,,,,,,,,,,,,,,67.0,3946.5,578.6,100.0,51.1,54.1,100.0,,,,,,,,,,,,,,,,,509.0
target,15.0,25.85,2.97,0.04,17.63,35.06,1.51,7.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.0
bitrate_adapter,,,,,,,,,,2.0,51.0,74.0,1.25,12943.0,,,,,,,,,,,,,,,,,,,,,,,,511.0
slow,,25.44,2.95,0.04,17.62,34.7,1.39,8.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.0
socket_stats,,,,,,,,,,,,,,,66.0,4935.9,686.8,100.0,49.5,54.0,100.0,,,,,,,,,,,,,,,,,514.0
slow,,24.37,3.0,0.04,17.38,34.84,1.39,6.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514.0
target,15.0,24.21,2.93,0.04,17.64,45.29,1.42,8.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.0
bitrate_adapter,,,,,,,,,,2.0,54.0,148.0,0.75,9707.0,,,,,,,,,,,,,,,,,,,,,,,,515.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.0
slow,,24.65,2.98,0.04,17.6,35.01,1.26,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518.0
bitrate_adapter,,,,,,,,,,2.0,54.0,74.0,1.25,12133.0,,,,,,,,,,,,,,,,,,,,,,,,519.0
slow,,25.02,3.03,0.04,17.56,34.74,1.16,4.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519.0
socket_stats,,,,,,,,,,,,,,,69.0,4833.2,688.3,100.0,53.4,54.8,100.0,,,,,,,,,,,,,,,,,519.0
slow,,26.23,2.96,0.04,17.54,37.58,1.41,8.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.0
target,15.0,26.19,2.98,0.04,17.44,38.9,1.61,9.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.0
slow,,26.48,2.92,0.04,17.77,35.61,1.41,5.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522.0
bitrate_adapter,,,,,,,,,,2.0,54.0,76.0,1.25,15166.0,,,,,,,,,,,,,,,,,,,,,,,,523.0
slow,,26.3,3.01,0.04,17.73,35.09,1.77,7.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.0
socket_stats,,,,,,,,,,,,,,,67.0,5032.0,709.2,100.0,51.3,55.6,100.0,,,,,,,,,,,,,,,,,524.0
slow,,26.56,2.95,0.04,17.89,35.59,1.29,6.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.0
target,60.0,26.12,3.01,0.04,17.59,34.08,1.41,5.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.0
slow,,25.7,2.97,0.04,17.7,34.73,1.71,6.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526.0
bitrate_adapter,,,,,,,,,,2.0,55.0,77.0,1.25,18957.0,,,,,,,,,,,,,,,,,,,,,,,,527.0
target,15.0,25.69,3.0,0.04,17.63,38.34,1.64,9.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527.0
slow,,24.9,2.94,0.04,17.54,34.95,1.6,5.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528.0
socket_stats,,,,,,,,,,,,,,,64.0,6938.7,955.7,100.0,49.7,54.8,100.0,,,,,,,,,,,,,,,,,529.0
target,60.0,24.6,2.95,0.04,17.67,33.98,1.3,4.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529.0
slow,,24.21,2.94,0.04,17.42,36.3,1.45,6.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530.0
bitrate_adapter,,,,,,,,,,2.0,55.0,74.0,1.25,23696.0,,,,,,,,,,,,,,,,,,,,,,,,531.0
target,60.0,24.7,2.96,0.04,17.58,34.11,1.54,6.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531.0
slow,,25.26,2.94,0.04,17.63,36.07,1.44,7.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532.0
target,15.0,26.04,2.96,0.04,17.86,38.65,1.86,10.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533.0
slow,,25.88,2.97,0.04,17.54,34.42,1.6,5.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534.0
socket_stats,,,,,,,,,,,,,,,59.0,9004.8,1240.7,100.0,56.7,59.6,100.0,,,,,,,,,,,,,,,,,534.0
bitrate_adapter,,,,,,,,,,2.0,49.0,76.0,1.25,29620.0,,,,,,,,,,,,,,,,,,,,,,,,535.0
slow,,26.15,2.96,0.04,17.66,34.94,1.35,5.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535.0
slow,,26.46,2.84,0.03,17.93,34.89,1.59,7.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536.0
bitrate_adapter,,,,,,,,,,2.0,48.0,164.0,0.75,22215.0,,,,,,,,,,,,,,,,,,,,,,,,537.0
slow,,27.82,3.84,0.04,18.85,39.07,1.56,12.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537.0
slow,,28.24,3.34,0.04,14.78,54.79,1.4,6.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538.0
socket_stats,,,,,,,,,,,,,,,58.0,10846.3,1543.6,99.9,60.7,58.4,100.0,,,,,,,,,,,,,,,,,539.0
slow,,31.62,2.73,0.04,12.66,35.71,1.52,5.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539.0
bitrate_adapter,,,,,,,,,,2.0,48.0,248.0,0.75,16661.0,,,,,,,,,,,,,,,,,,,,,,,,539.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540.0
slow,,32.46,2.97,0.04,13.75,38.22,1.42,4.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540.0
target,60.0,30.75,2.98,0.04,14.03,32.05,1.36,3.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542.0
slow,,25.81,2.97,0.04,14.23,71.56,1.89,4.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542.0
bitrate_adapter,,,,,,,,,,2.0,47.0,72.0,1.25,20826.0,,,,,,,,,,,,,,,,,,,,,,,,543.0
target,60.0,24.54,2.01,0.04,14.52,32.14,1.5,6.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543.0
socket_stats,,,,,,,,,,,,,,,60.0,4932.5,716.3,100.0,46.9,51.6,100.0,,,,,,,,,,,,,,,,,544.0
bitrate_adapter,,,,,,,,,,2.0,47.0,142.0,0.75,15619.0,,,,,,,,,,,,,,,,,,,,,,,,544.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544.0
slow,,10.0,5.93,0.02,20.1,36.09,1.48,5.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544.0
target,15.0,10.0,2.49,0.01,12.32,30.55,1.11,3.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546.0
bitrate_adapter,,,,,,,,,,2.0,48.0,129.0,0.75,11714.0,,,,,,,,,,,,,,,,,,,,,,,,546.0
slow,,10.0,2.33,0.01,13.07,35.03,1.38,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546.0
target,60.0,10.0,2.36,0.0,13.66,29.19,1.27,3.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547.0
socket_stats,,,,,,,,,,,,,,,60.0,3184.6,508.9,96.8,47.8,58.2,100.0,,,,,,,,,,,,,,,,,549.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549.0
bitrate_adapter,,,,,,,,,,2.0,47.0,66.0,1.25,14642.0,,,,,,,,,,,,,,,,,,,,,,,,550.0
bitrate_adapter,,,,,,,,,,2.0,47.0,231.0,0.75,10981.0,,,,,,,,,,,,,,,,,,,,,,,,553.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553.0
